estado;cidade;bairro;rua;cep;numero;latitude;longitude
Sao Paulo;Osasco;Adalgisa;Jose Aristides Jofre   ;6030130;234;-23.5595009;-46.765494
Sao Paulo;Osasco;Adalgisa;Aroeira Vermelha    ;6030314;173;-23.5328814;-46.7920029
Sao Paulo;Osasco;Jardim D'Abril;Joao Bitencourt    ;6038090;89;-23.5640108;-46.7777562
Sao Paulo;Osasco;Jardim D'Abril;Jacomo Sbravatti    ;6038270;162;-23.566504;-46.7802039
Sao Paulo;Osasco;Novo Osasco;Doutor Theodoro de Souza Brandao ;6045150;208;-23.572248;-46.7959657
Sao Paulo;Osasco;Novo Osasco;Nelson Palamin    ;6045180;238;-23.5328814;-46.7920029
Sao Paulo;Osasco;Bela Vista;Caetano de Campos   ;6070260;278;-23.5493269;-46.7823897
Sao Paulo;Osasco;Bela Vista;Oswald de Andrade   ;6070340;185;-23.5450052;-46.7798062
Sao Paulo;Osasco;Centro;Praca Antonio Menk   ;6093902;217;-23.5291733;-46.7753305
Sao Paulo;Osasco;Centro;Antonio Menk    ;6097060;238;-23.5292604;-46.774941
Sao Paulo;Osasco;Vila Yolanda;Joaquim Felix Ribeiro   ;6124190;204;-23.5468599;-46.7927306
Sao Paulo;Osasco;Vila Yolanda;Sao Francisco    ;6124270;237;-23.4953614;-46.7666326
Sao Paulo;Osasco;Vila Yolanda;Bom Conselho    ;6124320;111;-23.5438009;-46.7952209
Sao Paulo;Osasco;Santo Antonio;Internacional     ;6126000;252;-23.5555929;-46.7973036
Sao Paulo;Osasco;Conceicao;Santa Clara    ;6145100;159;-23.5778593;-46.8054248
Sao Paulo;Osasco;Metalurgicos;Espedito Izidio Andrade   ;6150270;288;-23.5659901;-46.8122084
Sao Paulo;Osasco;Padroeira;Benedito Alves Turibio   ;6160002;208;-23.5579399;-46.8091943
Sao Paulo;Osasco;km 18;Comandante Sampaio    ;6192000;154;-23.5274336;-46.7993015
Sao Paulo;Osasco;Rochdale;Jasmim Branco    ;6226250;254;-23.5357001;-46.7950906
Sao Paulo;Osasco;Munhoz Junior;Geraldo Ribeiro Moreira   ;6240210;282;-23.5008495;-46.8007916
Sao Paulo;Osasco;Vila Menck;Avenida Doutor Alberto Jackson Byington ;6273970;111;-23.498057;-46.7696105
Sao Paulo;Carapicuiba;Golf Gardens;Turqueza     ;6351430;282;-23.5601331;-46.8718603
Sao Paulo;Carapicuiba;Jardim Ana Estela;Caibi     ;6355010;103;-23.5639023;-46.8476703
Sao Paulo;Carapicuiba;Residencial Euroville;Espanha     ;6355469;167;-23.5565113;-46.8686058
Sao Paulo;Carapicuiba;Jardim Planalto;Serra dos Orgaos   ;6360280;251;-23.5582082;-46.8398874
Sao Paulo;Carapicuiba;Vila Gobbi;Celso Soncini    ;6361170;13;-23.5595827;-46.8423425
Sao Paulo;Carapicuiba;Jardim Angelica;Tartario     ;6365675;155;-23.5239623;-46.8411243
Sao Paulo;Carapicuiba;Vila Merces;Sao Pedro    ;6380170;217;-23.5231106;-46.8511498
Sao Paulo;Carapicuiba;Jardim dos Manacas;Balsamo     ;6381310;231;-23.5465002;-46.8397992
Sao Paulo;Carapicuiba;Jardim Angela Maria;Ipero     ;6386060;173;-23.535264;-46.8424428
Sao Paulo;Barueri;Jardim dos Camargos;Yen     ;6410040;290;-23.5034496;-46.8703973
Sao Paulo;Barueri;Jardim Esperanca;Jaragua     ;6413040;257;-23.4933763;-46.8775436
Sao Paulo;Barueri;Jardim Itaquiti;Ulisses Guimaraes    ;6422005;109;-23.5113691;-46.872942
Sao Paulo;Barueri;Jardim Itaparica;Jacarei     ;6447070;146;-23.5384292;-46.8788271
Sao Paulo;Santana de Parnaiba;Itaim Mirim;Francisco Goncalves Pinto   ;6503115;57;-23.4521699;-46.9345074
Sao Paulo;Santana de Parnaiba;Sitio do Rosario;Pingo D'Agua    ;6514135;16;-23.4974618;-46.812041
Sao Paulo;Santana de Parnaiba;Engenho Novo;Sao Genaro    ;6516215;97;-23.4685078;-46.9157499
Sao Paulo;Santana de Parnaiba;Recanto Pereira;Hieronimo Goncalves Meira   ;6528110;186;-23.4307199;-46.8258162
Sao Paulo;Santana de Parnaiba;Colinas da Anhanguera;Ernesto de Fiori   ;6537115;183;-23.409343;-46.8991218
Sao Paulo;Santana de Parnaiba;Alphaville;Sao Carlos    ;6542040;49;-23.4306349;-46.8255211
Sao Paulo;Santana de Parnaiba;Tambore;Bali     ;6543085;165;-23.4763734;-46.8726988
Sao Paulo;Jandira;Jardim Alvorada;Martin Hein    ;6612005;44;-23.4720516;-46.8609797
Sao Paulo;Jandira;Vila Sao Nicolau;Manoel Nunes    ;6620030;284;-23.518534;-46.9222979
Sao Paulo;Jandira;Jardim Sol Nascente;Toquio     ;6622020;195;-23.542145;-46.8924145
Sao Paulo;Jandira;Jardim Nossa Senhora de Fatima;Francisco de Barros Cobra  ;6624020;119;-23.5412218;-46.8967861
Sao Paulo;Jandira;Jardim Gabriela I;Francisco Tomaz da Silva  ;6624300;233;-23.5524305;-46.9077148
Sao Paulo;Itapevi;Jardim Rosemary;Serra das Araras   ;6657430;25;-23.5465914;-46.9121714
Sao Paulo;Itapevi;Conjunto Habitacional - Setor A;Catuama     ;6665120;107;-23.5614606;-46.9291947
Sao Paulo;Itapevi;Sao Joao;Engenheiro Rene Benedito da Silva ;6683000;113;-23.5492651;-46.9331962
Sao Paulo;Itapevi;Parque Mira Flores;Guilhermina Coelho    ;6683525;88;-23.540324;-46.9702097
Sao Paulo;Cotia;Centro;Professor Joaquim Barreto   ;6700170;26;-23.5492651;-46.9331962
Sao Paulo;Cotia;Jardim Nova Vida;das Poesias    ;6702335;230;-23.6053017;-46.9395456
Sao Paulo;Cotia;Granja Carneiro Viana;Jurua     ;6704762;74;-23.5809185;-46.9249721
Sao Paulo;Cotia;Granja Viana II;Aguas Verdes    ;6706205;297;-23.5750937;-46.9067299
Sao Paulo;Cotia;Parque Sao George;Lucia     ;6708170;76;-23.5783559;-46.863032
Sao Paulo;Cotia;Palos Verdes;Aries     ;6709660;59;-23.5977139;-46.8508069
Sao Paulo;Cotia;Jardim Barro Branco;Guaranta     ;6716240;24;-23.5778492;-46.8402279
Sao Paulo;Cotia;Jardim Sabia;do Capuava    ;6716580;87;-23.607783;-46.8979566
Sao Paulo;Cotia;Outeiro de Passargada;India     ;6719660;205;-23.610843;-46.8841113
Sao Paulo;Cotia;Parque Mirante da Mata;Lamartine Babo    ;6720150;18;-23.6103028;-46.9516971
Sao Paulo;Cotia;da Graca;Mario Andreatini    ;6721507;54;-23.6207695;-46.9486586
Sao Paulo;Cotia;Agua Espraiada (Caucaia do Alto);Malvina Maria de Oliveira  ;6726465;51;-23.6235148;-46.9323975
Sao Paulo;Cotia;Parque Doutor Mendonca Cortez(Caucaia do Alto);Andrea     ;6726670;205;-23.6026684;-46.9194693
Sao Paulo;Cotia;Centro (Caucaia do Alto);Joaquim Pires de Oliveira  ;6727186;146;-23.5391976;-46.8842676
Sao Paulo;Taboao da Serra;Parque Santos Dumont;Rua Ernesto Capelari   ;6754904;124;-23.6852477;-47.0195098
Sao Paulo;Taboao da Serra;Parque Monte Alegre;Africa     ;6756430;25;-23.6081502;-46.7569624
Sao Paulo;Taboao da Serra;Jardim Irapua;Durvalina Firmino Alves   ;6766400;173;-23.6047366;-46.7768159
Sao Paulo;Taboao da Serra;Parque Pinheiros;Joao Batista da Fonseca  ;6767010;39;-23.6229965;-46.7802557
Sao Paulo;Taboao da Serra;Jardim Silvio Sampaio;Maria Rita Assuncao Ferreira  ;6773330;290;-23.6249154;-46.786848
Sao Paulo;Taboao da Serra;Jardim Sao Luiz;Rodrigo Monteiro    ;6785525;186;-23.642046;-46.7907188
Sao Paulo;Taboao da Serra;Jardim Saint Moritz;Joao Reis Lacerda   ;6787595;16;-23.6228759;-46.7816647
Sao Paulo;Embu das Artes;Tingidor;Domingos de Paschoal   ;6803005;284;-23.6200576;-46.8015888
Sao Paulo;Embu das Artes;Centro;Avenida Elias Yazbek   ;6803903;99;-23.6511706;-46.8523764
Sao Paulo;Embu das Artes;Moinho Velho;do Portal    ;6805240;102;-23.6566876;-46.8519589
Sao Paulo;Embu das Artes;Jardim de Lourdes;Jose Marcelino da Silva  ;6806025;94;-23.6265482;-46.8456612
Sao Paulo;Embu das Artes;Jardim Vista Alegre;Criciuma     ;6807040;231;-23.6515085;-46.8521864
Sao Paulo;Embu das Artes;Jardim Vista Alegre;Caxinguele     ;6807817;139;-23.6312947;-46.8238736
Sao Paulo;Embu das Artes;Jardim Sao Marcos;Augusto de Almeida Batista  ;6814165;80;-23.6515085;-46.8521864
Sao Paulo;Embu das Artes;Jardim do Colegio;Augusto de Almeida Batista  ;6814555;184;-23.665549;-46.8120258
Sao Paulo;Embu das Artes;Jardim Fabiana;Julio Mesquita    ;6820060;176;-23.6577888;-46.8150576
Sao Paulo;Embu das Artes;Jardim Pinheiros;Monte Azul    ;6835020;42;-23.653969;-46.7943381
Sao Paulo;Embu das Artes;Jardim Santo Antonio;Santa Zita    ;6835516;219;-23.6694067;-46.8551489
Sao Paulo;Embu das Artes;Chacaras Lidia;Tupiniquins     ;6843463;268;-23.6515085;-46.8521864
Sao Paulo;Itapecerica da Serra;Jardim Sampaio;Jose Antonio da Silva Junior ;6851360;56;-23.6114332;-46.9057747
Sao Paulo;Itapecerica da Serra;Olaria;das Nacoes    ;6859090;46;-23.7190126;-46.8649611
Sao Paulo;Itapecerica da Serra;Parque Jandaia;Apucarana     ;6866200;263;-23.7166271;-46.8576421
Sao Paulo;Itapecerica da Serra;Jardim Santa Julia;Maraba     ;6867520;213;-23.7562606;-46.7943785
Sao Paulo;Itapecerica da Serra;Aldeinha;Maria Cintra Domingues   ;6880101;148;-23.7619824;-46.8077244
Sao Paulo;Itapecerica da Serra;Potuvera;Jose Silverio da Silva  ;6886505;223;-23.7166271;-46.8576421
Sao Paulo;Guarulhos;Vila Pedro Moreira;Marcolina Moreira    ;7021010;239;-23.7166271;-46.8576421
Sao Paulo;Guarulhos;Vila Augusta;Augusta     ;7025130;33;-23.4731625;-46.536244
Sao Paulo;Guarulhos;Vila da Fabrica;Assis     ;7031180;78;-23.4816604;-46.5455585
Sao Paulo;Guarulhos;Vila Adelaide Perella;Pedro Perella    ;7031240;94;-23.4597092;-46.5241801
Sao Paulo;Guarulhos;Ponte Grande;Soldado Antonio Mathias Camargo  ;7031280;102;-23.5009265;-46.5495482
Sao Paulo;Guarulhos;Ponte Grande;Garuva     ;7032310;78;-23.5014819;-46.5490496
Sao Paulo;Guarulhos;Jardim Munhoz;Monte Horebe    ;7033252;146;-23.5035992;-46.5488025
Sao Paulo;Guarulhos;Vila Flora;Lages     ;7042160;70;-23.4542498;-46.5337925
Sao Paulo;Guarulhos;Vila Capitao Rabelo;Urutai     ;7050170;16;-23.4430147;-46.510365
Sao Paulo;Guarulhos;Cidade Brasil;Leon Diniz    ;7052130;140;-23.4614985;-46.551275
Sao Paulo;Guarulhos;Jardim Leblon;Peri Mirim    ;7053010;40;-23.4719837;-46.5566181
Sao Paulo;Guarulhos;Jardim Rosana;Celeste Fernandes Dalphorno   ;7075125;53;-23.4750906;-46.5567882
Sao Paulo;Guarulhos;Jardim Rosana;Paulo Faria    ;7075161;239;-23.4542498;-46.5337925
Sao Paulo;Guarulhos;Jardim dos Cardoso;Treze     ;7075430;188;-23.4358157;-46.563491
Sao Paulo;Guarulhos;Jardim Paulista;Araguacema     ;7083110;296;-23.4625555;-46.3975127
Sao Paulo;Guarulhos;Jardim Betel;Tres Fronteiras    ;7083350;173;-23.4387369;-46.5495465
Sao Paulo;Guarulhos;Parque Continental II;Carlos Rodrigues    ;7084320;259;-23.4348596;-46.5492943
Sao Paulo;Guarulhos;Vila Sao Paulo;Camila Martins dos Santos  ;7094070;261;-23.4101025;-46.4486037
Sao Paulo;Guarulhos;Jardim Santa Mena;Segundo-Tenente Ary Rauen   ;7096130;268;-23.4534283;-46.5421624
Sao Paulo;Guarulhos;Jardim Santa Mena;Cabo Eutropio Wilhelm de Freitas ;7096232;236;-23.4501849;-46.5376036
Sao Paulo;Guarulhos;Jardim Bom Clima;Onofre Miranda Neto   ;7122091;77;-23.4542498;-46.5337925
Sao Paulo;Guarulhos;Vila Florida;Rubil de Almeida Barbosa  ;7130450;87;-23.4542498;-46.5337925
Sao Paulo;Guarulhos;Residencial Cerconi;Dois     ;7130543;31;-23.4438963;-46.515396
Sao Paulo;Guarulhos;Jardim Sao Paulo;Sao Goncalo do Abaete  ;7131130;265;-23.4260505;-46.5350552
Sao Paulo;Guarulhos;Jardim Bela Vista;Sao Joao do Oriente  ;7133060;143;-23.4386893;-46.5281062
Sao Paulo;Guarulhos;Parque Continental;Pedro Paulo de Medeiros  ;7135383;254;-23.4396284;-46.511106
Sao Paulo;Guarulhos;Jardim Marilena;Espirito Santo Dourado   ;7140340;27;-23.4217745;-46.5300522
Sao Paulo;Guarulhos;Jardim Sao Domingos;Pinhal     ;7142060;44;-23.4227736;-46.4950853
Sao Paulo;Guarulhos;Jardim Dona Meri;Elisa Premier    ;7142680;283;-23.4178003;-46.4957295
Sao Paulo;Guarulhos;Recreio Sao Jorge;do Cacau    ;7144430;33;-23.4195787;-46.4975257
Sao Paulo;Guarulhos;Cidade Serodio;Monaco     ;7150050;59;-23.4015111;-46.5172005
Sao Paulo;Guarulhos;Jardim Lenize;Lagoa das Pedras   ;7151760;24;-23.4194894;-46.4620337
Sao Paulo;Guarulhos;Parque Santos Dumont;Cerro Cora    ;7152211;142;-23.403013;-46.4544459
Sao Paulo;Guarulhos;Parque Santos Dumont;Teera     ;7152560;192;-23.4040016;-46.4693872
Sao Paulo;Guarulhos;Jardim Fortaleza;Joao Alves de Souza Reis ;7154210;66;-23.404066;-46.4633704
Sao Paulo;Guarulhos;Jardim Jade;Iacri     ;7160222;49;-23.3737529;-46.4466759
Sao Paulo;Guarulhos;Jardim Cristina;Jefe     ;7160240;88;-23.4542498;-46.5337925
Sao Paulo;Guarulhos;Cidade Soberana;Tabocas     ;7161456;258;-23.4110745;-46.4500788
Sao Paulo;Guarulhos;Jardim Presidente Dutra;Oliveira     ;7172330;177;-23.3901514;-46.433809
Sao Paulo;Guarulhos;Vila Nova Bonsucesso;Resende Costa    ;7176458;33;-23.4200004;-46.4279012
Sao Paulo;Guarulhos;Jardim Fatima;Una     ;7177010;20;-23.4542498;-46.5337925
Sao Paulo;Guarulhos;Residencial e Comercial Guarulhos;Nove     ;7178700;15;-23.420854;-46.401705
Sao Paulo;Guarulhos;Jardim Ponte Alta I;da Mina    ;7179333;178;-23.4105263;-46.422936
Sao Paulo;Guarulhos;Jardim Sao Francisco;Italia     ;7195030;95;-23.3632568;-46.4215002
Sao Paulo;Guarulhos;Macedo;Doutor Wenceslau Bras   ;7197190;131;-23.4493003;-46.5129938
Sao Paulo;Guarulhos;Cidade Industrial Satelite de Sao Paulo;Sume     ;7224030;217;-23.4604757;-46.5052611
Sao Paulo;Guarulhos;Cidade Industrial Satelite de Sao Paulo;Serra Branca    ;7224050;266;-23.4619588;-46.483974
Sao Paulo;Guarulhos;Jardim Ottawa;Laercio Nazareno    ;7230620;19;-23.46331;-46.483837
Sao Paulo;Guarulhos;Jardim Ferrao;Antonina do Norte   ;7252160;259;-23.4471494;-46.4508688
Sao Paulo;Guarulhos;Jardim Anny;Yara     ;7262540;96;-23.4489918;-46.4051961
Sao Paulo;Guarulhos;Cidade Tupinamba;Sodre     ;7263100;70;-23.4775434;-46.3961545
Sao Paulo;Guarulhos;Conjunto Marcos Freire;Vinte e Oito   ;7263737;13;-23.4628607;-46.4128983
Sao Paulo;Guarulhos;Jardim Leblon;Zulu     ;7272050;285;-23.4347346;-46.5540944
Sao Paulo;Guarulhos;Jardim dos Pimentas;Eldorado     ;7272260;26;-23.4542498;-46.5337925
Sao Paulo;Aruja;Centro;Istilita Antonio Morais   ;7400790;214;-23.4674423;-46.4198288
Sao Paulo;Aruja;Portao;Azaleias     ;7411440;47;-23.3969682;-46.3204265
Sao Paulo;Aruja;Perobal;Perimetral     ;7432435;59;-23.4064099;-46.3451882
Sao Paulo;Aruja;Caputera;das Palmeiras    ;7434535;33;-23.4248484;-46.3673667
Sao Paulo;Aruja;Caputera;Jacy     ;7435705;200;-23.415936;-46.3244479
Sao Paulo;Caieiras;Regiao Central;Santo Antonio    ;7700050;55;-23.3616;-46.7395344
Sao Paulo;Caieiras;Nova Caieiras;Johannes Ludwis Nauer   ;7703000;38;-23.3612198;-46.7401869
Sao Paulo;Caieiras;Serpa;Antonio Francisco Leme   ;7713305;49;-23.3495199;-46.7453229
Sao Paulo;Caieiras;Vila Rosina;Braz Alves Batista   ;7749155;59;-23.3612198;-46.7401869
Sao Paulo;Cajamar;Guaturinho;Maria Luiza Pinto   ;7756600;74;-23.3555044;-46.8785941
Sao Paulo;Cajamar;Jordanesia (Jordanesia);Deovair Cruz de Oliveira  ;7776435;247;-23.3350499;-46.8403979
Sao Paulo;Cajamar;Santa Terezinha (Jordanesia);Doutor Jose Luis Leme Maciel ;7786450;275;-23.3332837;-46.8272545
Sao Paulo;Cajamar;Altos de Jordanesia (Jordanesia);Alfredo Marcondes    ;7786770;281;-23.3375512;-46.8286666
Sao Paulo;Cajamar;Colina Maria Luiza (Jordanesia);Indiana     ;7787330;256;-23.3410457;-46.8267528
Sao Paulo;Cajamar;Empresarial Mirante de Cajamar (Polvilho);Silverio Augusto Tavares   ;7790485;193;-23.4080183;-46.8383398
Sao Paulo;Cajamar;Ipes (Polvilho);Jean Anastace Kovelis   ;7791842;222;-23.4077615;-46.85564
Sao Paulo;Franco da Rocha;Jardim Luciana;Edgard Maximo Zamboto   ;7810160;262;-23.3195987;-46.7592551
Sao Paulo;Franco da Rocha;Vila Leopolis;Cinco     ;7832290;210;-23.2792776;-46.7219053
Sao Paulo;Franco da Rocha;Vila Ida;Pedro Vaz de Caminha  ;7845210;33;-23.3166587;-46.7290372
Sao Paulo;Francisco Morato;Jardim Rogerio Levorin;Santiago Dantas    ;7902200;202;-23.2918115;-46.7412175
Sao Paulo;Francisco Morato;Jardim Nossa Senhora Aparecida;Leao IX    ;7930100;266;-23.2580393;-46.7531711
Sao Paulo;Francisco Morato;Jardim Constancia;Colombia     ;7942250;190;-23.3073249;-46.7458909
Sao Paulo;Francisco Morato;Residencial Sao Luis;Santa Cecilia    ;7996100;225;-23.2997859;-46.7271571
Sao Paulo;Sao Paulo;Sao Miguel Paulista;Idioma Esperanto    ;8010350;78;-23.4911428;-46.4379883
Sao Paulo;Sao Paulo;Parque Sonia;Manuel Moreira Ramos   ;8020070;161;-23.5002008;-46.4459817
Sao Paulo;Sao Paulo;Vila Rosaria;Xavier     ;8021227;235;-23.5021635;-46.4360401
Sao Paulo;Sao Paulo;Vila Curuca;Coca     ;8030000;194;-23.5010512;-46.4266814
Sao Paulo;Sao Paulo;Cidade Nova Sao Miguel;Mamorana     ;8042190;271;-23.5095739;-46.4367574
Sao Paulo;Sao Paulo;Jardim das Camelias;Natureza Morta    ;8050260;50;-23.5505199;-46.6333094
Sao Paulo;Sao Paulo;Limoeiro;Mario Pati    ;8051350;184;-23.5112545;-46.4706295
Sao Paulo;Sao Paulo;Parque Paulistano;Anivaldo Lopes    ;8080096;116;-21.156977;-47.8315083
Sao Paulo;Sao Paulo;Jardim Helena;Doutor Gregorio de Oliveira e Castro ;8090390;209;-23.5505199;-46.6333094
Sao Paulo;Sao Paulo;Jardim das Oliveiras;Leonil     ;8122415;80;-23.493129;-46.3846822
Sao Paulo;Sao Paulo;Jardim Miriam;Vitoria do Espirito Santo  ;8141004;72;-23.5183937;-46.390722
Sao Paulo;Sao Paulo;Jardim Miriam;Candido Pereira de Castro  ;8142377;235;-23.5232099;-46.3902007
Sao Paulo;Sao Paulo;Jardim Indaia;Tupassi     ;8143015;86;-23.5166686;-46.3992358
Sao Paulo;Sao Paulo;Jardim Rosina;Heraclito Sandano    ;8151170;198;-23.5208944;-46.4009429
Sao Paulo;Sao Paulo;Vila Simone;Dom Jaime Comere   ;8160440;159;-23.5025215;-46.4091422
Sao Paulo;Sao Paulo;Vila Aimore;Buity     ;8190090;170;-23.4927789;-46.4011123
Sao Paulo;Sao Paulo;Cidade Antonio Estevao de Carvalho;Vinte e Cinco   ;8220041;208;-23.617887;-46.4669484
Sao Paulo;Sao Paulo;Conjunto Residencial Jose Bonifacio;Dom Jose Botelho   ;8253390;282;-23.5487171;-46.4375199
Sao Paulo;Sao Paulo;Conjunto Residencial Jose Bonifacio;Garcia Barco    ;8255070;71;-23.5565957;-46.4326989
Sao Paulo;Sao Paulo;Jardim Cibele;Geraldine Farrar    ;8260180;191;-23.5768804;-46.4393943
Sao Paulo;Sao Paulo;Vila Carmosina;Cachoeira Utupanema    ;8270140;123;-23.5560085;-46.4639454
Sao Paulo;Sao Paulo;Vila Carmosina;Joao Abreu Castelo Branco  ;8270150;255;-23.5594771;-46.4640648
Sao Paulo;Sao Paulo;Jardim Nossa Senhora do Carmo;Baltazar Vidal    ;8275370;70;-23.5775338;-46.4828896
Sao Paulo;Sao Paulo;Cidade Lider;Sebastiao Miguel da Silva  ;8280350;201;-23.5589791;-46.4735602
Sao Paulo;Sao Paulo;Cidade Satelite Santa Barbara;Phobus     ;8340130;60;-23.6058929;-46.4624231
Sao Paulo;Sao Paulo;Jardim Sao Joao (Sao Rafael);Georgina Mongruel    ;8370390;60;-23.5922636;-46.4402723
Sao Paulo;Sao Paulo;Jardim Helena;Santa Edith    ;8420400;173;-23.5392237;-46.4272295
Sao Paulo;Sao Paulo;Jardim Soares;Maria Vitalina de Moraes  ;8460151;64;-23.5493504;-46.4036799
Sao Paulo;Sao Paulo;Vila Iolanda II;Claudio Leguine    ;8473380;212;-23.5792774;-46.3862647
Sao Paulo;Sao Paulo;Jardim Wilma Flor;Zola Amaro    ;8473465;105;-23.5717606;-46.3974637
Sao Paulo;Sao Paulo;Conjunto Habitacional Barro Branco II;Cesare Zoilo    ;8473526;291;-23.5832693;-46.3922447
Sao Paulo;Sao Paulo;Vila Paulista I;Claudio Bonifacio    ;8490627;219;-23.5375884;-46.4197073
Sao Paulo;Ferraz de Vasconcelos;Vila Sao Paulo;Corinthians     ;8507032;197;-23.5289582;-46.3635823
Sao Paulo;Ferraz de Vasconcelos;Jardim Cambiri;Yoshico Utaka    ;8511060;191;-23.5648776;-46.3560493
Sao Paulo;Ferraz de Vasconcelos;Chacara Descansolandia;Renato Ribeiro Santana   ;8515100;248;-23.57645;-46.3735634
Sao Paulo;Ferraz de Vasconcelos;Jardim Figueiredo;Marcia Angelica Lopes   ;8526040;231;-23.5572113;-46.3858101
Sao Paulo;Ferraz de Vasconcelos;Jardim Renata;Jose Esmerio da Silva Filho ;8537060;27;-23.5289582;-46.3635823
Sao Paulo;Ferraz de Vasconcelos;Jardim Sao Joao;Marcos Ferreira da Cruz  ;8545210;247;-23.5328418;-46.3729863
Sao Paulo;Poa;Vila Lucia;Variante     ;8557260;105;-23.5337777;-46.3477362
Sao Paulo;Poa;Vila Ibar;Dejair Alves de Carvalho  ;8559430;249;-23.5206395;-46.3332602
Sao Paulo;Poa;Calmon Viana;Primeiro de Maio   ;8560030;175;-23.5268425;-46.3350877
Sao Paulo;Poa;Jardim Ruth;Deputado Joviano Alvim   ;8561500;112;-23.5303399;-46.3411771
Sao Paulo;Poa;Jardim Aurea;Cambe     ;8563660;271;-23.504993;-46.3521104
Sao Paulo;Poa;Jardim Obelisco;Luzia Ruth da Silva  ;8565310;86;-23.5399381;-46.3427757
Sao Paulo;Itaquaquecetuba;Jardim do Algarve;Amazonas     ;8572680;12;-23.4511228;-46.3031494
Sao Paulo;Itaquaquecetuba;Vila Virginia;Uberaba     ;8573070;44;-23.4914741;-46.352821
Sao Paulo;Itaquaquecetuba;Jardim Valparaiso;Taubate     ;8577680;48;-23.4914133;-46.3648004
Sao Paulo;Itaquaquecetuba;Jardim Paineira;Serra Acarai    ;8581070;254;-23.4552637;-46.3557143
Sao Paulo;Itaquaquecetuba;Jardim Sao Jeronimo;Bonsucesso     ;8581300;81;-23.4595135;-46.3522385
Sao Paulo;Itaquaquecetuba;Parque Piratininga;Joaquim Serra    ;8583680;122;-23.4849456;-46.3494828
Sao Paulo;Itaquaquecetuba;Jardim Morada Feliz;Cinco     ;8585020;46;-23.4763945;-46.2917905
Sao Paulo;Itaquaquecetuba;Parque Residencial Scaffid II;Joaquim Tavora    ;8587819;232;-23.4849456;-46.3494828
Sao Paulo;Itaquaquecetuba;Parque Nossa Senhora das Gracas;Estancia Velha    ;8590035;101;-23.4476112;-46.2770643
Sao Paulo;Itaquaquecetuba;Jardim Altos de Itaqua;Alvarenga Peixoto    ;8598412;92;-23.4665216;-46.3226192
Sao Paulo;Itaquaquecetuba;Campo da Venda;Sao Jose    ;8599480;192;-23.4648918;-46.3375513
Sao Paulo;Suzano;Vila Amorim;Brasilia     ;8610100;150;-23.5436771;-46.3001576
Sao Paulo;Suzano;Vila Santana;Benedito Leite de Siqueira  ;8613530;265;-23.5453209;-46.311625
Sao Paulo;Suzano;Jardim Residencial Suzano;Shiguenobu Takahashi    ;8615540;171;-23.5453209;-46.311625
Sao Paulo;Suzano;Vila Colorado;Helio de Souza Melo  ;8616876;219;-23.5656425;-46.29361
Sao Paulo;Suzano;Jardim Sao Luis;Aurendina Pinto Lara   ;8630440;173;-23.5453209;-46.311625
Sao Paulo;Suzano;Estancia Angelina;Treze     ;8633744;170;-23.5551833;-46.3247964
Sao Paulo;Suzano;Jardim Nova America;Carim Jorge    ;8655760;266;-23.6022406;-46.3071394
Sao Paulo;Suzano;Jardim Altos de Suzano;Maria Favoti Cusma   ;8665305;107;-23.5453209;-46.311625
Sao Paulo;Suzano;Jardim dos Ipes;Senador Roberto Simonsen   ;8671035;33;-23.5406764;-46.3229865
Sao Paulo;Suzano;Conjunto Residencial Irai;Antonio dos Reis   ;8673100;35;-23.5392162;-46.3163662
Sao Paulo;Suzano;Vila Figueira;Kaneji Kodama    ;8676010;21;-23.5487087;-46.3058636
Sao Paulo;Suzano;Vila Figueira;Rivaldo Venancio da Silva  ;8676400;120;-23.5453209;-46.311625
Sao Paulo;Suzano;Cidade Miguel Badra;Setenta e Nove   ;8690425;212;-23.5084921;-46.322005
Sao Paulo;Suzano;Cidade Miguel Badra;Cento e Cinquenta   ;8690780;249;-23.5064638;-46.3122295
Sao Paulo;Suzano;Cidade Miguel Badra;Fernando Rego    ;8690896;169;-23.5453209;-46.311625
Sao Paulo;Suzano;Cidade Miguel Badra (Gleba 02);Ernesto Asbeck    ;8692015;121;-23.4929587;-46.3195192
Sao Paulo;Mogi das Cruzes;Centro;Capitao Mariano    ;8717050;144;-23.5284193;-46.192242
Sao Paulo;Mogi das Cruzes;Jardim Camila;Luiz Joao Bourg   ;8720350;10;-23.5401886;-46.1810748
Sao Paulo;Mogi das Cruzes;Alto Ipiranga;Joao Macedo    ;8737210;152;-23.5418639;-46.2020321
Sao Paulo;Mogi das Cruzes;Braz Cubas;Alberto Bertalmio    ;8745130;154;-23.5407165;-46.2331156
Sao Paulo;Mogi das Cruzes;Jardim Layr;Tingassu     ;8762470;294;-23.5656846;-46.2177258
Sao Paulo;Mogi das Cruzes;Vila Industrial;Presidente Campos Salles   ;8770210;136;-23.5256506;-46.2005647
Sao Paulo;Mogi das Cruzes;Arua;Girassol     ;8771321;262;-23.5455646;-46.1994638
Sao Paulo;Mogi das Cruzes;Chacara Guanabara;Mato Grosso    ;8771600;260;-23.3573565;-46.1599996
Sao Paulo;Mogi das Cruzes;Vila Mogilar;Antonia Veiga Ruiz   ;8773060;160;-23.5169417;-46.199076
